100,NEM12,202601122130,AUTOIND,ALTOARENA
200,AE45611474,E1Q1B1K1,,E1,,3112101474,kWh,30,
300,20251228,0.1,0.1,0.1,0.15,0.1,0.1,0.1,0.1,0.1,0.87,0.39,0.1,0.1,0.09,0.1,0.1,0.09,0.93,0.15,0.13,0.18,0.08,0.07,0.08,0.09,0.09,0.1,0.07,0.09,0.61,0.98,0.61,2.06,2.28,0.82,0.98,1.3,0.19,0.14,0.13,0.56,0.49,0.14,0.18,1.3,0.15,0.1,0.1,A,,,20260112213049,20260112213049
500,N,,20251229000000,4493.58
300,20251229,0.09,0.1,0.1,0.1,0.1,0.16,0.09,0.1,0.09,0.1,0.09,0.1,0.11,0.1,0.15,0.09,0.21,0.52,0.15,0.4,0.07,0.08,0.12,0.08,0.07,0.08,0.07,0.54,1.24,1.57,1.76,1.37,0.83,0.32,1.09,0.52,1.26,1.09,0.25,0.91,0.46,0.4,0.53,0.14,0.11,0.09,0.1,0.1,A,,,20260112213049,20260112213049
500,N,,20251230000000,4511.78
200,AE45611474,E1Q1B1K1,,Q1,,3112101474,kvarh,30,
300,20251228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,20260112213049,20260112213049
500,N,,20251229000000,34.46
300,20251229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,20260112213049,20260112213049
500,N,,20251230000000,34.46
200,AE45611474,E1Q1B1K1,,B1,,3112101474,kWh,30,
300,20251228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,20260112213049,20260112213049
500,N,,20251229000000,0
300,20251229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,20260112213049,20260112213049
500,N,,20251230000000,0
200,AE45611474,E1Q1B1K1,,K1,,3112101474,kvarh,30,
300,20251228,0.07,0.07,0.07,0.11,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.06,0.07,0.07,0.07,0.07,0.06,0.04,0.08,0.07,0.13,0.06,0.07,0.06,0.07,0.06,0.07,0.06,0.06,0.02,0.03,0.04,0.03,0.02,0.08,0.1,0.13,0.11,0.07,0.08,0.07,0.06,0.07,0.08,0.09,0.07,0.07,0.07,A,,,20260112213049,20260112213049
500,N,,20251229000000,4566.85
300,20251229,0.06,0.07,0.07,0.07,0.07,0.1,0.09,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.11,0.06,0.07,0.06,0.07,0.07,0.05,0.07,0.06,0.09,0.09,0.08,0.08,0.08,0.1,0.1,0.08,0.09,0.05,0.06,0.07,0.06,0.06,0.07,0.07,0.07,A,,,20260112213049,20260112213049
500,N,,20251230000000,4570.32
200,AE45611475,E1Q1B1K1,,E1,,3112101475,kWh,30,
300,20251228,0.02,0.03,0.04,0.02,0.04,0.03,0.03,0.05,0.07,0.08,0.07,0.06,0.08,0.06,0.07,0.07,0.06,0.09,0.02,0.04,0.03,0.03,0.04,0.03,0.08,0.07,0.02,0.04,0.03,0.07,0.08,0.06,0.09,0.07,0.07,0.08,0.07,0.08,0.4,0.34,0.32,0.3,0.3,0.28,0.26,0.27,0.1,0.03,A,,,20260112213049,20260112213049
500,N,,20251229000000,2206.06
300,20251229,0.03,0.02,0.05,0.02,0.03,0.04,0.02,0.04,0.03,0.03,0.03,0.02,0.04,0.03,0.03,0.07,0.03,0.03,0.02,0.01,0.03,0.01,0.03,0.01,0.02,0.02,0.01,0.03,0.02,0.02,0.04,0.04,0.03,0.01,0.03,0.02,0.11,0.52,0.32,0.32,0.32,0.28,0.28,0.26,0.21,0.07,0.06,0.04,A,,,20260112213049,20260112213049
500,N,,20251230000000,2209.84
200,AE45611475,E1Q1B1K1,,Q1,,3112101475,kvarh,30,
300,20251228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,20260112213049,20260112213049
500,N,,20251229000000,10.64
300,20251229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,20260112213049,20260112213049
500,N,,20251230000000,10.64
200,AE45611475,E1Q1B1K1,,B1,,3112101475,kWh,30,
300,20251228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,20260112213049,20260112213049
500,N,,20251229000000,0
300,20251229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,20260112213049,20260112213049
500,N,,20251230000000,0
200,AE45611475,E1Q1B1K1,,K1,,3112101475,kvarh,30,
300,20251228,0.13,0.14,0.13,0.14,0.13,0.14,0.13,0.14,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.15,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.17,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.13,A,,,20260112213049,20260112213049
500,N,,20251229000000,4661.31
300,20251229,0.14,0.13,0.14,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.17,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.13,A,,,20260112213049,20260112213049
500,N,,20251230000000,4667.72
200,AE45614226,E1Q1B1K1,,E1,,3112104226,kWh,30,
300,20251228,0.06,0.05,0.08,0.08,0.09,0.07,0.08,0.08,0.09,0.07,0.08,0.84,1.05,1.1,1.52,1.32,0.62,0.35,0.34,0.35,0.36,0.36,0.45,0.37,0.36,0.34,0.35,0.34,0.33,0.35,0.37,0.37,0.37,0.36,0.34,0.32,0.33,0.14,0.2,0.14,0.15,0.1,0.11,0.25,0.92,0.12,0.11,0.13,A,,,20260112213049,20260112213049
500,N,,20251229000000,11735.8
300,20251229,0.1,0.08,0.09,0.08,0.08,0.24,0.19,0.08,0.1,0.07,0.09,0.09,0.07,0.08,0.05,0.06,0.38,0.49,0.55,0.42,0.37,0.41,0.35,0.37,0.34,0.36,0.38,0.5,0.4,0.39,0.43,0.4,0.4,0.41,0.47,0.28,0.1,0.09,0.11,0.15,0.14,0.17,0.41,0.22,0.18,0.15,0.13,0.08,A,,,20260112213049,20260112213049
500,N,,20251230000000,11747.38
200,AE45614226,E1Q1B1K1,,Q1,,3112104226,kvarh,30,
300,20251228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,20260112213049,20260112213049
500,N,,20251229000000,5.32
300,20251229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,20260112213049,20260112213049
500,N,,20251230000000,5.32
200,AE45614226,E1Q1B1K1,,B1,,3112104226,kWh,30,
300,20251228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,20260112213049,20260112213049
500,N,,20251229000000,0
300,20251229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,20260112213049,20260112213049
500,N,,20251230000000,0
200,AE45614226,E1Q1B1K1,,K1,,3112104226,kvarh,30,
300,20251228,0.1,0.11,0.1,0.1,0.09,0.1,0.11,0.09,0.09,0.11,0.1,0.09,0.09,0.11,0.09,0.13,0.12,0.09,0.11,0.12,0.1,0.1,0.13,0.11,0.08,0.1,0.09,0.1,0.11,0.1,0.1,0.12,0.12,0.1,0.1,0.11,0.11,0.08,0.08,0.12,0.08,0.11,0.08,0.11,0.1,0.09,0.12,0.09,A,,,20260112213049,20260112213049
500,N,,20251229000000,4210.99
300,20251229,0.1,0.11,0.09,0.1,0.11,0.1,0.11,0.11,0.09,0.11,0.1,0.08,0.12,0.09,0.09,0.12,0.11,0.09,0.12,0.11,0.1,0.13,0.09,0.08,0.11,0.08,0.12,0.1,0.11,0.13,0.1,0.12,0.12,0.1,0.13,0.08,0.1,0.11,0.07,0.11,0.12,0.09,0.14,0.08,0.1,0.09,0.1,0.1,A,,,20260112213049,20260112213049
500,N,,20251230000000,4215.96
200,AE45614227,E1Q1B1K1,,E1,,3112104227,kWh,30,
300,20251228,0.05,0.1,0.15,0.08,0.1,0.07,0.07,0.07,0.08,0.06,0.08,0.07,0.06,0.07,0.07,0.06,0.07,0.07,0.05,0.08,0.08,0.05,0.08,0.08,0.05,0.08,0.07,0.05,0.07,0.08,0.05,0.08,0.08,0.06,0.07,0.08,0.06,0.07,0.07,0.05,0.08,0.07,0.06,0.07,0.08,0.06,0.08,0.07,A,,,20260112213049,20260112213049
500,N,,20251229000000,10978.23
300,20251229,0.06,0.06,0.08,0.05,0.07,0.08,0.06,0.08,0.08,0.05,0.08,0.07,0.06,0.06,0.08,0.05,0.07,0.08,0.06,0.07,0.08,0.06,0.07,0.08,0.05,0.07,0.22,0.45,1.11,0.66,0.51,0.28,0.14,0.11,0.13,0.12,0.09,0.08,0.15,0.24,0.2,0.22,0.83,1.84,1.52,1.35,1.14,1.08,A,,,20260112213049,20260112213049
500,N,,20251230000000,10992.46
200,AE45614227,E1Q1B1K1,,Q1,,3112104227,kvarh,30,
300,20251228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,20260112213049,20260112213049
500,N,,20251229000000,1.74
300,20251229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,20260112213049,20260112213049
500,N,,20251230000000,1.74
200,AE45614227,E1Q1B1K1,,B1,,3112104227,kWh,30,
300,20251228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,20260112213049,20260112213049
500,N,,20251229000000,0
300,20251229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,20260112213049,20260112213049
500,N,,20251230000000,0
200,AE45614227,E1Q1B1K1,,K1,,3112104227,kvarh,30,
300,20251228,0.18,0.17,0.18,0.18,0.17,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.18,0.17,0.18,0.17,0.18,0.17,0.18,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.18,0.18,A,,,20260112213049,20260112213049
500,N,,20251229000000,8003.48
300,20251229,0.18,0.18,0.17,0.18,0.18,0.18,0.19,0.17,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.18,0.18,0.19,0.19,0.2,0.17,0.19,0.19,0.2,0.2,0.19,0.19,0.2,0.22,0.22,0.22,0.27,0.33,0.33,0.34,0.32,0.31,A,,,20260112213049,20260112213049
500,N,,20251230000000,8013.1
200,AE45614228,E1Q1B1K1,,E1,,3112104228,kWh,30,
300,20251228,0.22,0.25,0.24,0.23,0.21,0.23,0.13,0.16,0.18,0.22,0.19,0.14,0.14,0.2,0.22,0.16,0.09,0.1,0.08,0.11,0.09,0.22,0.18,0.4,0.17,0.24,1.44,0.46,0.17,0.16,0.27,0.32,0.28,0.42,0.58,0.17,0.14,0.16,0.16,1.51,0.76,0.47,0.34,0.28,0.12,0.21,0.23,0.26,A,,,20260112213049,20260112213049
500,N,,20251229000000,8488.19
300,20251229,0.14,0.13,0.14,0.21,0.2,0.17,0.22,0.23,0.22,0.12,0.15,0.21,0.22,0.23,0.15,0.13,0.1,0.12,0.13,0.11,0.27,0.16,0.14,0.16,0.14,0.14,0.17,0.15,0.24,0.17,0.14,0.13,0.14,0.14,0.24,0.24,0.26,0.37,0.19,0.24,0.18,0.35,0.31,0.27,0.27,0.28,0.35,0.3,A,,,20260112213049,20260112213049
500,N,,20251230000000,8497.66
200,AE45614228,E1Q1B1K1,,Q1,,3112104228,kvarh,30,
300,20251228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,20260112213049,20260112213049
500,N,,20251229000000,1.53
300,20251229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,20260112213049,20260112213049
500,N,,20251230000000,1.53
200,AE45614228,E1Q1B1K1,,B1,,3112104228,kWh,30,
300,20251228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,20260112213049,20260112213049
500,N,,20251229000000,0
300,20251229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,20260112213049,20260112213049
500,N,,20251230000000,0
200,AE45614228,E1Q1B1K1,,K1,,3112104228,kvarh,30,
300,20251228,0.27,0.27,0.25,0.26,0.27,0.26,0.24,0.26,0.27,0.26,0.26,0.26,0.25,0.26,0.26,0.25,0.23,0.23,0.24,0.23,0.22,0.23,0.24,0.24,0.24,0.22,0.2,0.21,0.23,0.23,0.26,0.27,0.26,0.26,0.24,0.25,0.26,0.25,0.26,0.23,0.23,0.27,0.27,0.26,0.24,0.25,0.28,0.27,A,,,20260112213049,20260112213049
500,N,,20251229000000,8685.94
